A,B,C,D
1938,969,969,903
1302,1129,403,1249
817,1514,1564,565
1673,1348,1980,1624
1340,711,874,1274
1345,117,1702,883
1394,426,1331,1144
102,982,1694,815
275,305,241,330
933,1567,313,564
404,404,808,1576
658,720,1402,819
1016,1294,178,609
1599,359,703,205
354,1337,1908,98
151,557,18,1588
1381,1896,102,1724
1724,670,1316,65
221,221,221,1799
197,197,197,78
1548,1845,276,426
382,382,382,1064
1928,923,1639,1380
1530,411,76,1824
1734,867,867,201
1430,918,1187,285
592,33,892,1783
960,480,480,1818
1067,274,138,1992
741,986,233,308
1533,357,1718,1089
760,1376,1520,237
1810,905,905,64
1286,643,643,907
1733,763,1859,1887
22,11,11,671
853,853,1706,901
203,203,406,1123
1545,4,412,314
1845,85,1479,244
1897,586,739,1333
830,872,1316,1895
1228,1228,1228,707
489,1906,1454,1693
58,116,58,1943
455,455,910,1932
637,637,637,1135
874,919,1667,569
967,967,1934,1845
579,3,934,214
1387,1272,566,1687
512,512,1024,1485
788,1195,563,961
1210,1210,1210,1500
1337,11,1708,1889
714,714,1428,1972
1529,925,54,1648
1986,1974,190,418
1424,712,712,1768
281,1466,1296,1853
480,63,948,414
940,940,1880,456
1268,634,634,76
1376,1056,1339,98
442,502,809,1825
1483,1722,262,189
746,1512,1159,1691
1996,1996,1996,1965
1120,560,560,1609
440,440,880,1172
307,1378,1692,140
1528,720,562,669
490,980,490,71
1275,923,310,1991
1394,614,478,715
1446,1446,1446,165
690,470,1233,1683
783,438,1519,492
1300,650,650,1520
1240,1450,153,865
1057,1879,1793,1494
82,837,1624,1259
321,6,1440,1864
260,979,661,862
230,661,74,471
753,714,1179,1537
1147,1970,301,772
1335,186,1887,253
1174,790,106,1441
1193,1907,339,501
1674,42,1777,269
1216,1769,546,5
59,59,118,1571
422,422,844,838
591,1516,749,411
1116,1429,196,713
1318,659,659,777
566,628,350,1037
231,462,231,1289
1402,701,701,271
1714,1422,1339,829
828,828,828,340
1171,749,115,767
639,1278,639,98
1896,1896,1896,1891
1547,740,108,137
47,889,538,1002
1388,694,694,899
802,1430,1513,112
923,1846,923,1146
325,77,1639,1509
549,549,1098,1911
1397,1820,1051,972
696,1472,950,991
1476,1667,622,922
532,532,1064,1716
730,1077,285,1738
1679,267,260,260
560,1120,560,516
96,465,733,959
1767,1309,152,701
456,456,912,985
1450,541,816,433
1527,1895,657,19
1694,847,847,789
307,614,307,426
889,1013,1171,1787
753,952,1158,591
264,264,264,1736
624,405,1650,1049
1342,671,671,1959
936,936,1872,264
257,514,257,1270
1298,1990,274,1714
1014,228,203,1940
1039,669,1058,1804
1780,319,654,1980
189,884,1554,770
1139,1597,145,1340
752,1504,752,1235
1810,905,905,1378
322,644,322,214
1128,1128,1128,902
792,1834,1268,1559
1248,1133,433,1299
1190,1087,1877,298
104,119,1215,1502
1327,1381,1679,1472
363,1200,316,1658
128,64,64,37
574,1263,1573,1873
1055,273,377,1375
1265,1284,1354,1198
1517,1279,273,1737
754,1619,1916,86
49,864,1198,1571
506,1012,506,1277
534,1830,1587,1552
1472,669,64,999
1767,1945,1909,100
1174,1247,578,441
1671,735,25,258
38,76,38,660
998,1996,998,1087
45,295,237,1477
849,849,1698,1869
411,411,822,1555
466,466,932,616
1494,1494,1494,1341
356,356,712,213
1093,1608,658,1095
924,462,462,1648
72,72,72,1930
422,211,211,1882
697,1726,1546,91
1777,475,1683,1917
1036,153,877,345
385,21,991,1414
1652,1985,998,2
1506,1794,852,123
946,842,741,1662
157,157,157,916
616,616,1232,1379
364,182,182,1130
364,1151,1793,579
39,1085,1060,844
1701,1475,725,1437
1000,2000,1000,751
416,832,416,593
1906,1038,1246,28
1686,1891,1306,225
238,238,476,1359
185,370,185,963
261,136,1746,189
246,662,395,764
121,121,121,1801
267,1085,1450,1442
1867,841,691,1649
1147,899,821,239
312,624,312,1949
1523,1523,1523,937
1346,1099,1153,231
723,1127,919,232
1337,1453,1389,191
430,860,430,308
1162,581,581,323
1620,1620,1620,1618
684,1822,1297,240
90,1826,694,306
36,804,1743,110
1380,1380,1380,653
778,1556,778,1337
1805,1893,1892,281
325,710,59,751
980,1106,375,251
1543,1101,1424,189
1598,1598,1598,61
866,866,1732,403
354,354,708,1733
998,151,1128,1698
188,1187,595,190
1810,924,359,1313
1930,965,965,1698
1391,229,1569,1784
1469,825,567,1054
1716,858,858,736
271,1898,901,1345
1282,641,641,801
432,432,432,129
219,219,438,1634
430,215,215,915
1742,699,599,1538
1808,1131,1408,200
1220,1220,1220,787
17,17,17,1073
450,450,900,1411
369,738,369,406
265,608,1140,132
999,1998,999,1538
955,955,955,836
1768,1833,156,397
1769,1919,713,1577
1616,1616,1616,1373
461,1585,492,590
188,94,94,843
976,172,589,1446
165,332,636,162
448,1277,1331,1709
481,481,962,558
1874,244,1810,1343
855,1757,1858,1519
1728,926,1791,1353
912,1166,1832,797
1999,1433,217,1386
1550,1550,1550,1048
1728,1728,1728,661
334,334,668,826
858,1417,435,1413
162,162,324,637
1778,710,1177,1646
853,853,1706,19
275,275,275,12
870,1740,870,950
530,372,356,268
1642,1717,474,366
412,630,1312,195
1564,1564,1564,705
1140,1357,1465,959
1048,1049,1469,1164
1115,1777,818,1516
636,318,318,1763
670,448,942,1639
252,1913,88,1907
1994,1994,1994,1317
272,882,774,1333
468,234,234,960
848,848,1696,459
759,1680,779,389
1330,1371,558,852
1147,1151,1848,413
1785,1785,1785,386
1033,360,226,270
1644,117,853,1912
713,713,713,165
1204,1614,16,1672
468,195,1594,314
61,1317,1623,1602
207,414,207,759
483,573,233,1746
62,863,236,1599
792,792,1584,1690
1516,777,938,1421
913,88,1700,387
1120,1761,309,1526
1659,1659,1659,1555
1962,840,956,1094
1454,220,1330,190
1013,1201,1120,1212
1921,1154,641,1768
360,180,180,1062
102,102,102,1427
694,200,655,569
696,348,348,1704
33,33,66,1578
984,984,984,918
1452,1452,1452,591
294,588,294,294
341,341,682,346
536,1072,536,794
1376,1989,1258,1764
451,945,296,339
1240,1240,1240,1725
301,87,1339,1556
119,388,750,1909
1513,1513,1513,724
781,518,186,667
247,36,1111,218
368,736,368,1310
1880,975,731,304
1148,574,574,392
114,228,114,1006
265,861,281,1316
959,1171,334,447
1935,1935,1935,580
1709,1709,1709,674
1760,1271,938,191
1573,1573,1573,756
56,305,1871,45
291,288,798,1092
985,23,1706,1418
199,236,1388,170
438,219,219,1333
1591,219,40,1737
137,1539,1532,736
816,1143,852,273
960,960,1920,762
1514,1514,1514,1057
459,1169,1258,1289
1638,1038,972,1570
49,98,49,978
1906,953,953,1559
72,36,36,1273
689,689,689,848
1772,1772,1772,807
860,128,1352,862
1720,1720,1720,504
441,1574,761,1272
826,1237,288,136
1983,474,407,1215
29,296,651,1874
131,1931,1627,1706
1388,46,513,835
1702,851,851,567
1985,121,1880,462
680,839,206,722
28,95,463,1574
1937,159,1345,243
977,1954,977,1899
1620,797,1094,1329
20,1297,1661,270
691,1421,1261,1241
1569,1269,1511,505
1477,101,225,1808
485,1708,1602,7
188,376,188,1044
640,320,320,899
553,779,632,363
1211,513,872,1475
744,1908,879,1020
1585,103,139,1038
651,819,612,1315
1188,1041,1052,967
658,1729,498,262
1520,395,882,1542
838,1456,643,335
594,297,297,1748
317,594,894,550
94,1962,1871,1950
96,192,96,556
330,758,824,1952
280,789,1478,257
740,370,370,1699
1539,1056,224,220
1743,304,1667,436
1456,742,1293,810
825,1706,1958,55
1836,1419,1431,404
378,756,378,516
1020,1607,686,1567
1345,1311,1114,207
366,366,732,1055
409,1338,985,1281
66,33,33,1417
770,770,1540,131
574,1693,1756,602
1774,887,887,717
356,712,356,70
426,470,948,247
39,78,39,1065
247,616,1202,1472
639,530,1120,1384
915,550,1365,1285
1899,397,344,1275
1919,1465,207,1608
367,1509,696,378
506,431,1298,473
281,56,1839,1273
1809,1198,586,1384
611,1798,10,1167
846,249,1789,594
463,1032,1823,896
398,275,442,990
951,894,1558,1115
462,231,231,187
1047,1378,190,94
292,292,292,1306
1190,401,1701,933
772,982,1517,910
1525,639,14,952
362,1155,1686,651
1069,979,23,1956
6,382,225,922
551,551,1102,952
1327,973,87,1001
1786,1530,1902,1135
251,1248,482,464
1389,1648,955,688
122,244,122,1856
1602,1549,1764,1969
86,698,147,902
745,1972,1055,160
247,247,494,391
1908,954,954,747
967,233,328,1998
915,1830,915,1582
47,47,94,1474
576,576,1152,806
1585,1915,1135,231
966,966,1932,175
30,1310,344,1373
842,1450,1765,973
1688,1688,1688,1283
1158,1158,1158,274
1678,1581,64,637
404,514,1750,415
1241,1924,889,527
484,484,968,1269
594,463,565,956
1360,1882,330,1895
786,393,393,387
598,1991,947,757
1915,1915,1915,44
396,1677,329,350
423,1330,1823,953
389,1615,1051,1513
558,392,1760,1386
945,193,830,805
900,900,1800,1232
1118,559,559,645
53,53,106,1584
978,810,90,104
1073,1073,1073,724
395,395,790,971
1374,697,1664,1102
271,211,373,1639
584,808,613,1541
121,1392,688,1838
285,1096,397,616
1995,1860,1020,1828
640,320,320,808
23,1258,252,1093
1781,734,1618,1916
939,939,939,647
1633,578,1944,1004
251,502,251,1252
1646,314,508,1656
91,57,1735,1694
1743,1571,1561,772
876,432,1829,875
1221,1222,1253,190
411,525,1029,1118
16,978,132,1414
1831,1179,767,1693
443,443,886,325
360,360,720,1723
229,229,458,835
981,981,1962,1909
1963,1963,1963,266
982,1964,982,1058
463,926,463,1583
315,315,315,877
232,1283,663,1878
221,221,442,57
1486,743,743,952
663,663,663,112
755,755,1510,64
893,1786,893,1130
857,857,1714,1431
358,358,358,1815
624,312,312,676
577,1154,577,304
95,95,95,1008
257,1620,1688,1812
90,90,180,211
368,1983,1052,522
1849,1849,1849,103
796,398,398,1045
62,1055,1317,1983
747,1632,444,285
17,17,34,642
16,8,8,1771
793,793,1586,1083
860,374,840,1162
1590,795,795,549
1284,710,307,1681
226,226,452,1879
1900,1318,455,1688
66,33,33,1040
78,592,1445,961
728,1442,1877,1802
715,715,715,315
1777,1636,428,961
154,308,154,717
1439,697,787,1689
33,502,646,1943
350,770,1733,1995
1843,1001,964,691
532,532,1064,1678
1640,820,820,114
1507,1074,420,646
125,250,125,1570
1800,698,398,1902
387,964,249,869
573,573,1146,1975
823,823,823,787
700,1371,1203,1449
572,572,1144,1155
1789,747,190,508
1662,1252,1892,1782
299,1942,1158,82
1096,370,1775,1112
196,1108,441,1539
1224,1302,1282,1302
38,1680,281,663
1733,1419,1880,1715
652,652,1304,1821
4,1851,1024,1602
568,568,1136,270
1304,754,557,854
379,379,379,1518
1997,1218,690,1429
1298,649,649,507
857,278,56,1806
283,566,283,106
1545,99,284,1456
1134,429,1218,279
368,1617,1203,609
775,1975,1840,1318
166,166,332,1291
823,1646,823,975
656,1312,656,1821
1003,986,689,1186
542,1084,542,1940
897,1243,1807,1056
1142,1142,1142,1028
1236,369,1151,1470
1035,1925,1017,1691
1555,697,376,1373
1775,211,1498,1997
1369,141,404,1682
1030,1514,942,945
554,923,837,310
1616,757,1565,1900
1260,1484,1161,1984
774,1845,1523,1163
579,1090,286,715
298,1031,593,1981
1156,578,578,1119
1100,550,550,1044
166,1806,1915,502
271,1535,644,556
429,429,429,574
615,615,615,373
999,1407,186,312
1756,500,761,1769
869,526,1833,1197
1360,65,1469,1999
215,1999,1843,1024
1270,324,1846,832
719,1585,483,422
651,651,1302,1316
1523,1466,526,781
1842,718,973,128
60,60,60,1074
673,1250,1455,1642
36,1918,1260,1343
1257,1648,279,602
1210,605,605,1755
93,93,186,1696
80,552,954,158
618,1236,618,668
1280,1877,1749,1413
1143,265,634,1484
713,713,1426,556
413,413,826,924
241,147,1595,1292
1017,1289,420,728
741,746,1011,1332
354,177,177,84
739,552,1631,1051
1035,850,1058,370
77,77,77,1238
196,196,196,1425
787,787,1574,505
250,250,500,540
1993,1993,1993,658
421,421,842,548
325,650,325,1516
78,39,39,494
1537,1176,568,1506
148,148,296,797
1219,1709,232,1656
1953,211,1607,79
1572,1493,504,523
736,575,1161,156
81,1483,29,1723
197,1533,447,1779
1292,207,1173,209
1255,1335,157,1611
885,885,1770,444
387,774,387,389
900,450,450,1109
1533,1811,99,1753
1131,71,186,736
20,40,20,740
1709,594,194,877
438,438,876,259
1775,184,1302,804
166,406,1351,269
917,917,917,1916
1230,1230,1230,775
1672,1397,754,1988
88,1797,1220,1937
1463,885,562,1044
286,572,286,1149
20,956,1563,1803
227,454,227,1925
1828,914,914,1302
515,1738,1468,219
54,265,875,1076
1793,1338,1668,293
1138,1652,36,862
1738,1738,1738,791
121,889,537,906
1361,540,1955,298
786,1340,1260,589
920,1778,629,1486
116,1018,924,1816
725,725,725,40
134,268,134,633
1853,1853,1853,1412
1353,882,223,558
8,780,890,912
486,243,243,434
1483,1483,1483,1528
438,1727,389,449
1930,1930,1930,1182
225,225,450,1164
397,489,797,1821
277,1296,1972,356
1415,91,555,938
1812,906,906,1198
1444,722,722,415
714,96,852,302
456,357,551,1104
1491,109,262,417
671,1680,1378,698
637,1846,1341,876
853,937,825,477
1593,1674,1605,854
1713,1467,265,1078
645,1001,469,1823
537,813,1328,1971
162,1943,1508,1372
1873,1184,74,764
1266,1266,1266,711
947,842,1661,197
643,643,1286,446
754,377,377,634
1273,1273,1273,326
1623,916,149,1227
634,634,634,1218
206,412,206,360
1347,1347,1347,1405
1083,19,1523,1628
794,312,1910,268
186,186,372,1133
1199,1199,1199,1294
1350,985,1505,474
1681,302,656,967
577,1154,577,430
552,276,276,1177
668,668,668,665
940,1331,1345,848
456,912,456,1214
1978,1954,536,49
619,1238,619,1460
1552,1099,268,1174
264,264,264,351
37,1339,1866,62
1639,1639,1639,1849
1375,782,14,917
1373,759,1609,475
508,508,1016,1905
239,1846,180,1576
3,1535,1852,771
1711,705,1754,1138
364,364,364,1529
362,596,1219,834
291,55,1072,1977
605,1210,605,20
994,994,994,687
1751,1135,1050,1274
257,1416,1477,1258
1696,1520,741,1079
314,647,12,1660
235,1495,411,683
228,114,114,167
1096,1870,735,1457
1646,1814,1299,1171
1292,93,1759,1488
1765,1639,87,1767
1604,1562,494,1023
827,827,1654,788
774,387,387,1947
815,815,815,32
192,96,96,512
365,365,730,1905
1202,731,155,410
1239,589,1456,1718
359,718,359,1818
168,430,1990,1466
1772,886,886,1085
279,1553,251,884
623,1041,1389,280
212,1346,585,1575
17,103,628,375
94,47,47,525
1420,710,710,381
985,1970,985,1017
800,1600,800,1785
1684,408,496,700
589,1178,589,218
1608,929,1918,698
1585,1499,1263,1718
889,125,747,1144
479,479,479,1196
1323,415,1819,1825
1183,846,333,1187
1836,824,1273,1373
1519,1606,1432,1805
571,1729,1541,1060
74,74,148,97
1638,1171,1799,745
1391,1939,1290,1554
1600,1524,554,1254
991,1928,1417,572
383,459,871,663
248,124,124,744
1847,765,849,650
1204,602,602,610
1710,455,1156,1738
180,360,180,1581
495,271,779,251
1136,1136,1136,1653
1029,429,1531,1540
752,752,1504,794
752,499,1802,314
797,1443,51,1486
1997,1143,733,1922
678,1303,81,700
1946,1946,1946,271
696,301,44,698
591,591,591,1555
1222,677,476,1033
279,279,279,1149
284,284,568,647
180,360,180,576
1052,1134,190,1295
1087,1718,881,1476
665,665,1330,1609
1310,1310,1310,1868
1253,597,1138,922
1327,939,1811,1160
1005,43,1317,663
509,1018,509,1540
1764,23,1882,305
1919,1275,46,1327
1841,1592,522,1816
1457,1795,507,1678
52,26,26,1559
304,152,152,1906
849,849,1698,1662
1467,460,1045,141
1150,1440,1178,890
911,1522,1821,1725
759,403,1458,427
836,836,836,720
968,359,782,238
1074,537,537,116
1706,853,853,1338
1391,10,694,112
1084,574,725,1597
254,254,508,104
50,561,850,1675
1210,396,7,46
1581,1490,494,283
549,1098,549,831
886,886,1772,1478
996,1503,1636,1636
733,429,22,14
1444,839,52,435
1943,1402,755,544
648,648,648,1057
305,610,305,821
583,1166,583,1616
985,120,580,1753
53,825,1131,259
1661,1217,1404,980
1922,1233,1507,1763
1319,231,669,944
1923,1654,733,1403
929,433,1744,89
1838,919,919,308
869,1586,1350,1149
863,1726,863,1932
1198,83,1604,1273
1775,1775,1775,1696
857,486,1128,1408
424,1441,1557,1432
1240,11,168,416
484,1035,1217,201
108,54,54,568
519,1105,1524,417
1246,1246,1246,1662
1656,1864,1763,1689
153,1201,1266,1295
783,417,1934,1936
1547,1627,136,237
615,316,704,388
1940,538,473,778
519,731,626,1842
646,646,1292,1090
447,447,894,493
658,658,658,1175
1940,780,445,1745
600,300,300,57
405,810,405,1253
1107,1107,1107,631
1095,1142,1032,1562
127,1557,1321,589
479,958,479,903
575,575,575,1988
781,1110,80,1480
1943,1639,1172,531
1187,1448,1914,1388
644,322,322,1745
1180,42,1275,1035
642,239,1810,1471
40,80,40,1146
708,354,354,1172
1560,1560,1560,1058
494,442,870,1265
278,139,139,895
237,1949,392,425
1218,1218,1218,1147
49,606,993,1414
386,1992,483,1011
1160,361,664,1702
956,328,1226,1840
1230,1230,1230,1589
1580,1415,982,284
1264,1420,1927,149
901,1652,1182,1602
295,1583,1946,197
624,1248,624,320
104,104,208,1679
380,190,190,1451
317,44,1114,590
769,1396,1435,1456
1150,595,1389,1122
1795,708,391,397
464,928,464,68
873,22,272,1323
1691,976,964,1495
389,1809,1210,739
1730,66,831,1816
1418,709,709,1100
833,833,833,293
485,485,485,981
644,322,322,657
484,242,242,1314
65,65,130,122
446,892,446,938
792,396,396,1876
575,575,1150,1829
1869,946,1773,1767
797,90,747,1493
1318,1318,1318,552
1930,1753,347,728
578,1807,1562,892
303,952,1683,1767
1961,718,1170,1476
275,179,1378,483
1473,1704,1794,219
1677,11,657,622
1512,938,112,611
498,498,996,1530
1685,1549,827,1412
445,890,445,1212
712,712,1424,1074
1392,1613,1323,1396
138,276,138,79
1814,1147,1183,47
829,1682,489,373
108,1569,1973,853
547,1094,547,669
1411,617,653,529
602,301,301,1712
1731,1455,1186,1595
500,250,250,1293
345,125,111,437
790,395,395,1890
1545,1029,901,1936
644,644,1288,1479
658,1446,783,812
717,1211,631,985
1680,1819,1016,1971
462,1358,1970,147
1263,1912,350,327
283,1958,1801,1447
924,462,462,562
315,315,630,1478
493,986,493,1023
655,1310,655,1700
996,1334,1760,1944
1350,1350,1350,386
1199,13,29,1593
562,343,1688,1786
1980,224,774,1920
103,206,103,453
544,638,202,1282
1571,1571,1571,1017
570,1140,570,1741
167,1118,1086,850
661,1924,212,1475
289,774,1187,184
236,1077,1660,1296
484,968,484,1978
1127,201,1710,1333
225,400,662,1297
1452,1378,220,218
304,1763,1702,1590
863,1213,926,377
543,745,764,1341
439,1462,1417,378
1649,1649,1649,985
1072,55,251,821
872,1631,105,516
187,1079,1974,1909
1565,1184,547,172
623,623,623,1657
954,351,311,1026
1020,425,258,580
1472,736,736,176
129,762,1741,1800
1078,30,714,1363
1703,1703,1703,1492
1699,1745,1066,1442
45,494,1403,1661
161,161,322,458
1053,1053,1053,1547
257,57,1429,411
1726,1682,299,1449
2,1450,1355,203
7,1437,860,352
1890,1956,1445,1160
34,34,34,1210
1885,161,1707,692
1150,45,1722,375
993,1281,1392,220
45,45,45,647
48,526,61,193
732,1464,732,4
1626,1626,1626,1381
1870,53,1667,305
880,880,880,1852
1404,1353,621,676
1503,498,312,940
278,278,556,1814
463,926,463,1744
1848,1395,1466,1040
649,1425,995,1398
957,1914,957,1861
825,1449,925,1784
1735,1735,1735,49
1483,708,150,1543
1541,902,860,1782
1153,1093,1810,1273
493,493,986,929
1972,1632,356,783
1742,426,1558,1795
514,1473,371,1012
302,302,604,954
665,665,665,54
1640,476,748,1845
1808,1808,1808,202
1036,518,518,1763
226,1896,875,946
1071,25,1261,836
319,319,638,941
1771,1798,1193,1997
808,1340,443,313
661,181,165,973
1688,1832,1213,1325
1284,113,587,900
1812,906,906,874
1678,678,1393,650
111,222,111,412
33,157,877,1690
931,369,114,889
400,200,200,1717
1036,1183,1104,30
123,123,246,865
806,403,403,418
860,223,1336,847
1077,1632,1106,1429
152,1511,1113,284
1782,296,606,1904
194,671,1071,140
301,301,301,1376
808,808,1616,401
108,487,1217,1381
150,75,75,1060
604,1748,1794,201
941,1154,54,95
540,540,1080,679
1199,1199,1199,298
10,10,20,1420
875,875,1750,1638
846,423,423,1005
368,736,368,1861
372,372,372,891
672,1598,605,360
1527,1424,1341,890
1918,639,1964,972
799,915,1282,826
1900,1843,568,856
141,141,282,1739
66,1206,1798,418
1095,1068,1038,1222
229,398,1559,146
1006,375,415,214
800,1600,800,1326
678,883,1317,444
927,1655,677,263
1323,118,1158,312
1972,1524,1736,1882
624,312,312,930
590,1218,1192,725
794,123,1942,1244
17,17,17,718
1400,1501,541,1256
1460,1460,1460,559
37,1736,806,1647
1104,1640,943,914
1330,665,665,478
379,1696,1348,850
1657,1121,16,671
361,1222,1847,1564
210,105,105,732
1456,728,728,125
1909,348,105,1354
852,1704,852,618
190,161,1208,1368
945,1890,945,1301
1622,1063,602,1577
1933,747,256,1126
1974,1974,1974,405
1275,652,2,1201
521,521,1042,1814
1772,1352,287,698
923,795,319,493
1552,507,14,1661
690,690,1380,499
411,822,411,1329
1243,1243,1243,1587
1121,1822,123,1760
147,147,294,1901
529,1058,529,1553
125,876,1729,152
159,961,1878,600
26,13,13,326
1728,864,864,682
293,1187,761,526
1033,165,938,1068
315,832,1094,148
1176,154,1264,1471
1703,370,123,1357
1707,1717,644,637
1681,632,680,571
793,1033,1844,1566
488,976,488,672
437,437,874,1425
679,1624,847,175
182,601,1775,996
1772,1563,956,879
1287,1287,1287,503
564,1894,688,1440
1076,872,1175,1231
894,1558,1928,380
932,932,932,12
325,325,325,1908
526,526,1052,1106
374,734,1004,526
1704,324,788,4
1352,676,676,494
1998,1272,1791,967
742,371,371,1655
1662,410,546,1477
434,434,434,1429
610,305,305,1695
806,1612,806,225
1034,517,517,1867
64,1357,1023,1497
573,287,381,528
651,1302,651,455
314,1339,1794,1293
248,1344,621,288
329,1323,1571,1760
